subj_code,eval,session,prompt,prompt_uuid,res_A,res_B,left_response,right_response,final_answer,is_correct,space_rt,choice_rt,justification,prompt_type,category
A4XYCIUGXRTFY,retest,1,Chicago is to Ali's BLANK. Ali turns left. Ali is facing towards Chicago.,29c5b0e8-2242-5aa6-ad05-0a8b33bc7aec,left,right,left,right,left,1,1453.0,1547.0,,context,egocentric_distant
A4XYCIUGXRTFY,retest,1,The painting is BLANK of Ali. Ali turns left. The painting is right of Ali.,805deedd-d47e-54f8-b7e7-81318f8435b7,in front of,behind,behind,in front of,in front of,1,1109.0,1626.0,,context,egocentric_near
A4XYCIUGXRTFY,retest,1,Ali is BLANK painting. Ali turns around. Ali is behind the painting.,d91e34a1-58ec-5efe-bd1d-3da56dfe0d5c,behind,in front of,behind,in front of,in front of,0,1454.0,1312.0,,context,egocentric_near
A4XYCIUGXRTFY,retest,1,Ali is facing BLANK Chicago. Ali turns left. Chicago is right of Ali.,fe65df9a-14f6-5a27-8f01-1a0bed69b8e5,towards,away from,away from,towards,towards,1,1953.0,1703.0,,context,egocentric_distant
A4XYCIUGXRTFY,retest,1,The painting is BLANK Ali. Ali turns right. The painting is right of Ali.,1916451f-868a-5f58-9e6c-6033ca77e634,behind,in front of,in front of,behind,in front of,0,969.0,1110.0,,context,egocentric_near
A4XYCIUGXRTFY,retest,1,The glass is on the table. Ali fills the glass halfway. The table is BLANK.,b8aeb728-ce96-53b4-a022-80902bd4ed2d,dry,wet,dry,wet,wet,0,1046.0,1235.0,,target,state_nonfollows
A4XYCIUGXRTFY,retest,1,Ali is facing away from Chicago. Ali turns around. Chicago is BLANK Ali.,1710b645-2bb2-54c6-8ac1-62f03525d880,in front of,behind,behind,in front of,behind,0,750.0,859.0,,target,egocentric_distant
A4XYCIUGXRTFY,retest,1,Ali is BLANK the wagon. Ali pulls on the wagon. The wagon doesn't move.,d68fd4fa-114f-58ff-922b-8ba73bc38c68,in,outside,outside,in,in,1,1625.0,781.0,,context,action_nonfollows
A4XYCIUGXRTFY,retest,1,The painting is to Ali's right. The painting is moved right. The painting is to Ali's BLANK.,ead989ef-2c5a-5676-a32c-f2f2055cae2d,right,left,left,right,left,0,1891.0,1125.0,,target,egocentric_near
A4XYCIUGXRTFY,retest,1,The ball is BLANK the box. Ali pushes the ball forward. The ball is under the box.,11b9c7f0-ecb6-5489-b941-2a3815cb66ce,under,above,above,under,under,1,969.0,1078.0,,context,action_nonfollows
A4XYCIUGXRTFY,retest,1,Ali is behind the painting. Ali turns around. Ali is BLANK the painting.,cb0d70bb-d9f6-5100-902d-21fd6221cecf,behind,in front of,behind,in front of,behind,1,1750.0,689.0,,target,egocentric_near
A4XYCIUGXRTFY,retest,1,Ali is behind the statue. Ali turns around. Ali is BLANK.,527fdd15-db92-57e8-bc5c-09d9964e45b1,behind the statue,in front of the statue,in front of the statue,behind the statue,behind the statue,1,1608.0,1297.0,,target,action_nonfollows
A4XYCIUGXRTFY,retest,1,The glass is on the floor. Ali bumps the table. The glass BLANK.,2a5f6d9c-8b03-5fe5-8a19-87971947d204,doesn't break,breaks,doesn't break,breaks,breaks,0,3187.0,1407.0,,target,state_nonfollows
A4XYCIUGXRTFY,retest,1,The painting is BLANK Ali. Ali turns around. The painting is left of Ali.,a350fecf-cf01-5eef-a227-25028fad7f14,right of,left of,right of,left of,right of,1,1109.0,1547.0,,context,egocentric_near
A4XYCIUGXRTFY,retest,1,The ball is BLANK the box. The ball moves right. The ball is lower than the box.,f7886140-c3a9-5bb0-9dc4-99612c3e3180,under,above,above,under,above,0,749.0,829.0,,context,action_nonfollows
A4XYCIUGXRTFY,retest,1,The painting is to Ali's left. The painting is moved left. The painting is to Ali's BLANK.,77bdedf3-bae1-5250-9280-746344392bdd,right,left,right,left,right,1,1044.0,1204.0,,target,egocentric_near
A4XYCIUGXRTFY,retest,1,The ice cube and the banana are in the fridge. Ali takes the BLANK out of the fridge. The ice cube doesn't melt.,36c076db-ae0e-5966-819d-9d048054999d,banana,ice cube,banana,ice cube,ice cube,0,1298.0,1875.0,,context,state_nonfollows
A4XYCIUGXRTFY,retest,1,Chicago is BLANK Ali. Ali turns right. Chicago is left of Ali.,27c72cf7-5d80-526d-9ace-d6625063dfe0,in front of,behind,behind,in front of,behind,0,1387.0,9109.0,,context,egocentric_distant
A4XYCIUGXRTFY,retest,1,Ali is BLANK the painting. Ali turns around. Ali is left of the painting.,328615c0-98c9-5734-95df-801515b5a36d,left of,right of,left of,right of,right of,0,531.0,3938.0,,context,egocentric_near
A4XYCIUGXRTFY,retest,1,Ali is BLANK the painting. Ali turns around. Ali is left of the painting.,328615c0-98c9-5734-95df-801515b5a36d,left of,right of,left of,right of,right of,0,531.0,3938.0,,context,egocentric_near
A4XYCIUGXRTFY,retest,1,The ball is five feet from the box. Ali moves the box. The ball BLANK.,eae220a6-b112-595b-8808-41aaec2e4f3d,doesn't move,moves,doesn't move,moves,moves,0,906.0,3063.0,,target,action_nonfollows
A4XYCIUGXRTFY,retest,1,Ali is BLANK the painting. Ali turns around. Ali is in front of the painting,4cde61ac-2955-5d50-8692-d17bf79b8940,in front of,behind,in front of,behind,in front of,1,1999.0,1891.0,,context,egocentric_near
A4XYCIUGXRTFY,retest,1,The glass and the cup are on the table. Ali pushes the BLANK off the table. The glass doesn't break.,88e4c11a-0766-534e-843f-4d59c387d497,cup,glass,cup,glass,cup,1,953.0,4797.0,,context,state_nonfollows
A4XYCIUGXRTFY,retest,1,The painting is behind Ali. Ali turns left. The painting is BLANK Ali.,2f6ac9c5-17f9-5a23-ab8d-9d0d3d3335c4,left of,right of,right of,left of,right of,0,938.0,8672.0,,target,egocentric_near
A4XYCIUGXRTFY,retest,1,Chicago is behind Ali. Ali turns right. Chicago is BLANK Ali.,ecf1bbc5-92d2-5b77-9ebe-7090991e3b5d,right of,left of,left of,right of,right of,1,1000.0,1062.0,,target,egocentric_distant
A4XYCIUGXRTFY,retest,1,The box is in the bin. Ali moves the box. The bin BLANK.,ba5435e7-cc12-557d-be71-b241947e2f6c,doesn't move,moves,moves,doesn't move,doesn't move,1,657.0,734.0,,target,action_nonfollows
A4XYCIUGXRTFY,retest,1,The box is floating in the water. Ali puts a tennis ball in the box. The box BLANK.,15a162c3-7638-5144-a4a3-f9a13b33f485,floats,sinks,sinks,floats,sinks,0,1266.0,671.0,,target,action_nonfollows
A4XYCIUGXRTFY,retest,1,Ali is BLANK. Ali turns around. Ali is in front of the statue.,7cfd7bad-4e38-507a-a6d8-243e8c667d1b,in front of the statue,behind the statue,behind the statue,in front of the statue,in front of the statue,1,1344.0,1454.0,,context,action_nonfollows
A4XYCIUGXRTFY,retest,1,The book is on the table. Ali moves the table. The book BLANK.,bf93e811-9a49-58b7-b6dc-6a47ece87d9f,moves,doesn't move,moves,doesn't move,moves,1,953.0,938.0,,target,action_follows
A4XYCIUGXRTFY,retest,1,The seesaw is balanced. Ali tilts the BLANK side of the seesaw. The left side goes up.,9ce7fedd-cd4e-5e5e-8af4-7c87b269dcf9,right,left,left,right,right,1,656.0,1015.0,,context,action_follows
A4XYCIUGXRTFY,retest,2,Ali is facing away from Chicago. Ali turns left. Chicago is BLANK Ali.,9f9092b3-4ed3-5b54-92bb-a68e83301300,left of,right of,left of,right of,left of,1,1187.0,688.0,,target,egocentric_distant
A4XYCIUGXRTFY,retest,2,Ali is facing away from Chicago. Ali turns left. Chicago is BLANK Ali.,9f9092b3-4ed3-5b54-92bb-a68e83301300,left of,right of,,,left of,-1,,,I know this answered is correct.,target,egocentric_distant
A4XYCIUGXRTFY,retest,2,The painting is BLANK Ali. Ali turns left. The painting is left of Ali.,8c63c6ea-38dc-5bb2-a95b-c1b63865bdaf,behind,in front of,in front of,behind,behind,1,1927.0,1573.0,,context,egocentric_near
A4XYCIUGXRTFY,retest,2,The painting is BLANK Ali. Ali turns left. The painting is left of Ali.,8c63c6ea-38dc-5bb2-a95b-c1b63865bdaf,behind,in front of,,,behind,-1,,,Better answers,context,egocentric_near
A4XYCIUGXRTFY,retest,2,Ali is BLANK the wagon. Ali pushes on the wagon. The wagon moves.,40d46345-fe82-5f5a-82a0-f24d259674d7,behind,in front of,behind,in front of,behind,1,1849.0,5938.0,,context,action_follows
A4XYCIUGXRTFY,retest,2,Ali is BLANK the wagon. Ali pushes on the wagon. The wagon moves.,40d46345-fe82-5f5a-82a0-f24d259674d7,behind,in front of,,,behind,-1,,,This answer is correct,context,action_follows
A4XYCIUGXRTFY,retest,2,The wagon is on the BLANK of the hill. Ali pushes the wagon. The wagon rolls.,96c0978e-4433-5d7f-b561-cee41daa8875,top,bottom,bottom,top,top,1,2186.0,3049.0,,context,action_follows
A4XYCIUGXRTFY,retest,2,The wagon is on the BLANK of the hill. Ali pushes the wagon. The wagon rolls.,96c0978e-4433-5d7f-b561-cee41daa8875,top,bottom,,,top,-1,,,This answer is correct,context,action_follows
A4XYCIUGXRTFY,retest,2,The painting is BLANK of Ali. Ali turns left. The painting is right of Ali.,805deedd-d47e-54f8-b7e7-81318f8435b7,in front of,behind,in front of,behind,in front of,1,1462.0,1565.0,,context,egocentric_near
A4XYCIUGXRTFY,retest,2,The painting is BLANK of Ali. Ali turns left. The painting is right of Ali.,805deedd-d47e-54f8-b7e7-81318f8435b7,in front of,behind,,,in front of,-1,,,Statement is corrected.,context,egocentric_near
A4XYCIUGXRTFY,retest,2,Ali is BLANK painting. Ali turns around. Ali is behind the painting.,d91e34a1-58ec-5efe-bd1d-3da56dfe0d5c,behind,in front of,in front of,behind,behind,1,2958.0,1789.0,,context,egocentric_near
A4XYCIUGXRTFY,retest,2,Ali is BLANK painting. Ali turns around. Ali is behind the painting.,d91e34a1-58ec-5efe-bd1d-3da56dfe0d5c,behind,in front of,,,behind,-1,,,This answer is correct,context,egocentric_near
A4XYCIUGXRTFY,retest,2,Ali is facing BLANK Chicago. Ali turns left. Chicago is right of Ali.,fe65df9a-14f6-5a27-8f01-1a0bed69b8e5,towards,away from,away from,towards,towards,1,2527.0,1969.0,,context,egocentric_distant
A4XYCIUGXRTFY,retest,2,Ali is facing BLANK Chicago. Ali turns left. Chicago is right of Ali.,fe65df9a-14f6-5a27-8f01-1a0bed69b8e5,towards,away from,,,towards,-1,,,This answer is correct.,context,egocentric_distant
A4XYCIUGXRTFY,retest,2,The painting is BLANK Ali. Ali turns right. The painting is right of Ali.,1916451f-868a-5f58-9e6c-6033ca77e634,behind,in front of,behind,in front of,in front of,0,4251.0,1829.0,,context,egocentric_near
A4XYCIUGXRTFY,retest,2,The painting is BLANK Ali. Ali turns right. The painting is right of Ali.,1916451f-868a-5f58-9e6c-6033ca77e634,behind,in front of,,,in front of,-1,,,This statement is correct.,context,egocentric_near
A4XYCIUGXRTFY,retest,2,The glass is on the table. Ali fills the glass halfway. The table is BLANK.,b8aeb728-ce96-53b4-a022-80902bd4ed2d,dry,wet,wet,dry,wet,0,1331.0,11322.0,,target,state_nonfollows
A4XYCIUGXRTFY,retest,2,The glass is on the table. Ali fills the glass halfway. The table is BLANK.,b8aeb728-ce96-53b4-a022-80902bd4ed2d,dry,wet,,,wet,-1,,,This answer is correct.,target,state_nonfollows
A4XYCIUGXRTFY,retest,2,Ali is facing away from Chicago. Ali turns around. Chicago is BLANK Ali.,1710b645-2bb2-54c6-8ac1-62f03525d880,in front of,behind,behind,in front of,in front of,1,1574.0,1766.0,,target,egocentric_distant
A4XYCIUGXRTFY,retest,2,Ali is facing away from Chicago. Ali turns around. Chicago is BLANK Ali.,1710b645-2bb2-54c6-8ac1-62f03525d880,in front of,behind,,,in front of,-1,,,This answer is correct.,target,egocentric_distant
A4XYCIUGXRTFY,retest,2,Ali is BLANK the wagon. Ali pulls on the wagon. The wagon doesn't move.,d68fd4fa-114f-58ff-922b-8ba73bc38c68,in,outside,in,outside,outside,0,1675.0,12335.0,,context,action_nonfollows
A4XYCIUGXRTFY,retest,2,Ali is BLANK the wagon. Ali pulls on the wagon. The wagon doesn't move.,d68fd4fa-114f-58ff-922b-8ba73bc38c68,in,outside,,,outside,-1,,,I know this answer is correct.,context,action_nonfollows
A4XYCIUGXRTFY,retest,2,The painting is to Ali's right. The painting is moved right. The painting is to Ali's BLANK.,ead989ef-2c5a-5676-a32c-f2f2055cae2d,right,left,left,right,right,1,1384.0,1484.0,,target,egocentric_near
A4XYCIUGXRTFY,retest,2,The painting is to Ali's right. The painting is moved right. The painting is to Ali's BLANK.,ead989ef-2c5a-5676-a32c-f2f2055cae2d,right,left,,,right,-1,,,I know this answer is correct.,target,egocentric_near
A4XYCIUGXRTFY,retest,2,The ball is BLANK the box. Ali pushes the ball forward. The ball is under the box.,11b9c7f0-ecb6-5489-b941-2a3815cb66ce,under,above,under,above,under,1,1645.0,4781.0,,context,action_nonfollows
A4XYCIUGXRTFY,retest,2,The ball is BLANK the box. Ali pushes the ball forward. The ball is under the box.,11b9c7f0-ecb6-5489-b941-2a3815cb66ce,under,above,,,under,-1,,,I know this answer is correct.,context,action_nonfollows
A4XYCIUGXRTFY,retest,2,The glass is on the floor. Ali bumps the table. The glass BLANK.,2a5f6d9c-8b03-5fe5-8a19-87971947d204,doesn't break,breaks,doesn't break,breaks,breaks,0,1614.0,2062.0,,target,state_nonfollows
A4XYCIUGXRTFY,retest,2,The glass is on the floor. Ali bumps the table. The glass BLANK.,2a5f6d9c-8b03-5fe5-8a19-87971947d204,doesn't break,breaks,,,breaks,-1,,,I know this answer is correct.,target,state_nonfollows
A4XYCIUGXRTFY,retest,2,The ball is BLANK the box. The ball moves right. The ball is lower than the box.,f7886140-c3a9-5bb0-9dc4-99612c3e3180,under,above,under,above,under,1,1617.0,2079.0,,context,action_nonfollows
A4XYCIUGXRTFY,retest,2,The ball is BLANK the box. The ball moves right. The ball is lower than the box.,f7886140-c3a9-5bb0-9dc4-99612c3e3180,under,above,,,under,-1,,,I know this answer is correct.,context,action_nonfollows
A4XYCIUGXRTFY,retest,2,The ice cube and the banana are in the fridge. Ali takes the BLANK out of the fridge. The ice cube doesn't melt.,36c076db-ae0e-5966-819d-9d048054999d,banana,ice cube,ice cube,banana,ice cube,0,1781.0,8375.0,,context,state_nonfollows
A4XYCIUGXRTFY,retest,2,The ice cube and the banana are in the fridge. Ali takes the BLANK out of the fridge. The ice cube doesn't melt.,36c076db-ae0e-5966-819d-9d048054999d,banana,ice cube,,,ice cube,-1,,,I know this answer is correct.,context,state_nonfollows
A4XYCIUGXRTFY,retest,2,Chicago is BLANK Ali. Ali turns right. Chicago is left of Ali.,27c72cf7-5d80-526d-9ace-d6625063dfe0,in front of,behind,in front of,behind,behind,0,1754.0,1940.0,,context,egocentric_distant
A4XYCIUGXRTFY,retest,2,Chicago is BLANK Ali. Ali turns right. Chicago is left of Ali.,27c72cf7-5d80-526d-9ace-d6625063dfe0,in front of,behind,,,behind,-1,,,I know this answer is correct.,context,egocentric_distant
A4XYCIUGXRTFY,retest,2,Ali is BLANK the painting. Ali turns around. Ali is left of the painting.,328615c0-98c9-5734-95df-801515b5a36d,left of,right of,left of,right of,left of,1,1983.0,1457.0,,context,egocentric_near
A4XYCIUGXRTFY,retest,2,Ali is BLANK the painting. Ali turns around. Ali is left of the painting.,328615c0-98c9-5734-95df-801515b5a36d,left of,right of,left of,right of,left of,1,1983.0,1457.0,,context,egocentric_near
A4XYCIUGXRTFY,retest,2,Ali is BLANK the painting. Ali turns around. Ali is left of the painting.,328615c0-98c9-5734-95df-801515b5a36d,left of,right of,,,left of,-1,,,May be this answer is corrected.,context,egocentric_near
A4XYCIUGXRTFY,retest,2,Ali is BLANK the painting. Ali turns around. Ali is left of the painting.,328615c0-98c9-5734-95df-801515b5a36d,left of,right of,,,left of,-1,,,May be this answer is corrected.,context,egocentric_near
A4XYCIUGXRTFY,retest,2,The ball is five feet from the box. Ali moves the box. The ball BLANK.,eae220a6-b112-595b-8808-41aaec2e4f3d,doesn't move,moves,moves,doesn't move,moves,0,1661.0,1796.0,,target,action_nonfollows
A4XYCIUGXRTFY,retest,2,The ball is five feet from the box. Ali moves the box. The ball BLANK.,eae220a6-b112-595b-8808-41aaec2e4f3d,doesn't move,moves,,,moves,-1,,,I know this answer is correct.,target,action_nonfollows
A4XYCIUGXRTFY,retest,2,Ali is BLANK the painting. Ali turns around. Ali is in front of the painting,4cde61ac-2955-5d50-8692-d17bf79b8940,in front of,behind,behind,in front of,in front of,1,1734.0,2235.0,,context,egocentric_near
A4XYCIUGXRTFY,retest,2,Ali is BLANK the painting. Ali turns around. Ali is in front of the painting,4cde61ac-2955-5d50-8692-d17bf79b8940,in front of,behind,,,in front of,-1,,,I know this answer is correct.,context,egocentric_near
A4XYCIUGXRTFY,retest,2,The painting is behind Ali. Ali turns left. The painting is BLANK Ali.,2f6ac9c5-17f9-5a23-ab8d-9d0d3d3335c4,left of,right of,left of,right of,left of,1,1756.0,1753.0,,target,egocentric_near
A4XYCIUGXRTFY,retest,2,The painting is behind Ali. Ali turns left. The painting is BLANK Ali.,2f6ac9c5-17f9-5a23-ab8d-9d0d3d3335c4,left of,right of,,,left of,-1,,,Statement is correct.,target,egocentric_near
A4XYCIUGXRTFY,retest,2,Chicago is behind Ali. Ali turns right. Chicago is BLANK Ali.,ecf1bbc5-92d2-5b77-9ebe-7090991e3b5d,right of,left of,left of,right of,right of,1,1636.0,4769.0,,target,egocentric_distant
A4XYCIUGXRTFY,retest,2,Chicago is behind Ali. Ali turns right. Chicago is BLANK Ali.,ecf1bbc5-92d2-5b77-9ebe-7090991e3b5d,right of,left of,,,right of,-1,,,I know this answer is correct.,target,egocentric_distant
A4XYCIUGXRTFY,retest,2,The box is floating in the water. Ali puts a tennis ball in the box. The box BLANK.,15a162c3-7638-5144-a4a3-f9a13b33f485,floats,sinks,sinks,floats,sinks,0,1309.0,1603.0,,target,action_nonfollows
A4XYCIUGXRTFY,retest,2,The box is floating in the water. Ali puts a tennis ball in the box. The box BLANK.,15a162c3-7638-5144-a4a3-f9a13b33f485,floats,sinks,,,sinks,-1,,,I know this answer is correct.,target,action_nonfollows
A4XYCIUGXRTFY,retest,2,The seesaw is balanced. Ali tilts the BLANK side of the seesaw. The left side goes up.,9ce7fedd-cd4e-5e5e-8af4-7c87b269dcf9,right,left,left,right,left,0,4112.0,2812.0,,context,action_follows
A4XYCIUGXRTFY,retest,2,The seesaw is balanced. Ali tilts the BLANK side of the seesaw. The left side goes up.,9ce7fedd-cd4e-5e5e-8af4-7c87b269dcf9,right,left,,,left,-1,,,I know this answer is correct.,context,action_follows
A11F3MA5FWH6SJ,retest,1,Mark is West of Ali facing East. Ali is East of Mark facing West. Mark is facing BLANK Ali.,c653d385-9060-521b-a3d2-7b3bdc386792,towards,away from,towards,away from,away from,0,27183.90000000596,10246.5,,target,two_refs_geocentric
A144N9R7W4H67O,retest,1,The box is next to the ball. Ali puts the ball inside the box. The ball is BLANK the box.,8b324b61-eae2-5fb9-a533-4edc94fc8959,touching,not touching,touching,not touching,touching,1,1904.0,8145.0,,target,relative_pos
